id,language,vulnerability_type,difficulty,code,is_vulnerable,evidence_support_true,evidence_support_false,evidence_strength,has_conflict,conf1,conf2,expected_direction,belief_update_alignment,reasoning_steps,mutation_level,is_cve_style
59b08478-f9e5-427b-a237-74f9dfc85170,Python,Path Traversal,hard,open(base + '/' + filename),False,Potential vulnerability detected.,Looks safe after review.,0.61,True,0.724,0.895,increase,True,3,1,True
a358f0ab-3b83-4fc9-8a76-a1f5427b5406,JavaScript,Path Traversal,hard,open(base + '/' + filename),True,Potential vulnerability detected.,Looks safe after review.,0.433,False,0.699,0.894,increase,True,3,1,False
2e8c88f5-9968-43d1-9ca3-7c7dac8a5548,JavaScript,SQL Injection,hard,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",False,Potential vulnerability detected.,Looks safe after review.,0.317,True,0.341,0.478,increase,True,3,1,True
fb646ecf-674c-47dd-9bf6-faf4c04d505c,JavaScript,SQL Injection,medium,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",True,Potential vulnerability detected.,Looks safe after review.,0.303,True,0.655,0.51,decrease,True,1,2,True
e95fb4c9-878c-477d-bbde-ef4a741a7949,C,SSRF,hard,requests.get(url),False,Potential vulnerability detected.,Looks safe after review.,0.373,True,0.267,0.143,decrease,True,4,3,False
e0dc04bc-4aba-4d1c-8a0c-e2a9eb071f6b,Python,XSS,medium,res.send('<div>' + userInput + '</div>');,True,Potential vulnerability detected.,Looks safe after review.,0.475,True,0.579,0.751,increase,True,5,2,True
955e8360-c90a-4a09-be71-90ef7faa9894,JavaScript,Use After Free,easy,free(ptr); printf(ptr);,True,Potential vulnerability detected.,Looks safe after review.,0.616,True,0.514,0.407,decrease,True,4,2,True
781eed56-4f85-46ec-9c74-12177e3d2d25,JavaScript,Weak Crypto,medium,hashlib.md5(password).hexdigest(),False,Potential vulnerability detected.,Looks safe after review.,0.507,True,0.648,0.469,decrease,True,5,3,False
3a2c46a5-d85d-4215-9352-4db2e41608f7,Python,SSRF,medium,requests.get(url),False,Potential vulnerability detected.,Looks safe after review.,0.711,False,0.688,0.871,increase,True,2,1,True
36c0fdd5-7401-463c-9c8c-39c79e3b5c66,Python,Race Condition,medium,if balance >= amt: balance -= amt,True,Potential vulnerability detected.,Looks safe after review.,0.489,False,0.226,0.415,increase,True,5,2,False
329b921d-deba-4baa-bbbc-2030475ef680,Python,Path Traversal,hard,open(base + '/' + filename),True,Potential vulnerability detected.,Looks safe after review.,0.499,True,0.372,0.559,increase,True,3,2,False
0382e08e-6ab0-4e96-a128-952e6b8bc327,JavaScript,Race Condition,medium,if balance >= amt: balance -= amt,True,Potential vulnerability detected.,Looks safe after review.,0.778,False,0.498,0.361,decrease,True,1,3,False
f898831a-fcd4-4399-b73c-188ea36623c6,JavaScript,XSS,hard,res.send('<div>' + userInput + '</div>');,True,Potential vulnerability detected.,Looks safe after review.,0.497,False,0.527,0.417,decrease,True,3,2,False
82c5348f-3581-4ac8-9780-7443ebf28020,C,SSRF,medium,requests.get(url),False,Potential vulnerability detected.,Looks safe after review.,0.561,True,0.468,0.307,decrease,True,1,3,False
bbd23c13-03ff-4182-8223-4ab199720085,C,Insecure Deserialization,hard,pickle.loads(data),True,Potential vulnerability detected.,Looks safe after review.,0.707,False,0.772,0.957,increase,True,1,1,True
83c07b45-fbc7-4ca6-afa1-3510e149c92a,C,Command Injection,medium,os.system('ls ' + userInput),False,Potential vulnerability detected.,Looks safe after review.,0.707,False,0.43,0.591,increase,True,3,2,True
e57092ff-6d0f-4ac6-a2f1-f9f4f8f43759,Python,Use After Free,hard,free(ptr); printf(ptr);,False,Potential vulnerability detected.,Looks safe after review.,0.368,True,0.439,0.314,decrease,True,4,3,False
333209c3-a2c9-4ede-aeca-d39c7a11af77,Python,Buffer Overflow,medium,"char buf[10]; strcpy(buf, input);",False,Potential vulnerability detected.,Looks safe after review.,0.471,False,0.622,0.822,increase,True,2,1,True
5f53fc4f-dd43-4ff6-beb9-3bdea2057cf7,JavaScript,XSS,easy,res.send('<div>' + userInput + '</div>');,False,Potential vulnerability detected.,Looks safe after review.,0.726,False,0.798,0.631,decrease,True,3,1,True
1118a17a-7c9a-4236-bcf2-c516294b9385,C,Insecure Deserialization,easy,pickle.loads(data),True,Potential vulnerability detected.,Looks safe after review.,0.596,False,0.791,0.915,increase,True,5,3,False
83d5acd8-7b7c-4170-b1be-5d855c9d1ea5,C,Race Condition,easy,if balance >= amt: balance -= amt,True,Potential vulnerability detected.,Looks safe after review.,0.731,False,0.239,0.039,decrease,True,4,3,True
7f4830bf-fcda-4d3e-9eef-b8745328a928,JavaScript,SSRF,hard,requests.get(url),True,Potential vulnerability detected.,Looks safe after review.,0.797,True,0.47,0.357,decrease,True,2,2,True
eef5d595-ef2f-4a2d-a16d-5a739e13edb4,C,XSS,easy,res.send('<div>' + userInput + '</div>');,False,Potential vulnerability detected.,Looks safe after review.,0.435,False,0.299,0.106,decrease,True,1,2,True
bf65b3ae-cf6c-4af7-ab97-6b94aec781ec,C,Weak Crypto,medium,hashlib.md5(password).hexdigest(),True,Potential vulnerability detected.,Looks safe after review.,0.401,True,0.575,0.725,increase,True,2,3,False
4a6b4aa8-47ba-45c3-ad34-ef41da56758a,Python,Use After Free,easy,free(ptr); printf(ptr);,True,Potential vulnerability detected.,Looks safe after review.,0.76,False,0.227,0.062,decrease,True,5,3,True
32fbf061-3a6d-4f7a-8cb0-d6605741ff47,C,Race Condition,hard,if balance >= amt: balance -= amt,False,Potential vulnerability detected.,Looks safe after review.,0.783,False,0.585,0.437,decrease,True,3,2,True
9c28ac9a-7cd9-4a5e-ae45-076b95b1e316,Python,SQL Injection,medium,"def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)",False,Potential vulnerability detected.,Looks safe after review.,0.386,False,0.491,0.625,increase,True,3,2,True
50d8e412-2f0c-4323-880d-434f727c2951,C,Insecure Deserialization,hard,pickle.loads(data),True,Potential vulnerability detected.,Looks safe after review.,0.57,True,0.391,0.279,decrease,True,1,1,False
7cba34a6-5a97-4c0e-960f-a9bb805e4bdd,C,Auth Bypass,medium,"jwt.decode(token, options={'verify_signature': False})",True,Potential vulnerability detected.,Looks safe after review.,0.86,False,0.778,0.959,increase,True,2,1,False
6dd482d4-68a4-4bd0-a70a-025e371cfd8c,JavaScript,Buffer Overflow,medium,"char buf[10]; strcpy(buf, input);",False,Potential vulnerability detected.,Looks safe after review.,0.603,True,0.498,0.693,increase,True,2,3,False
63abf191-4e9d-4a76-8adb-a14577009fe9,Python,SQL Injection,medium,"def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)",False,Potential vulnerability detected.,Looks safe after review.,0.305,True,0.559,0.43,decrease,True,4,1,False
9fd5c663-128f-4766-b9f7-6df4569ae25c,JavaScript,Insecure Deserialization,medium,pickle.loads(data),True,Potential vulnerability detected.,Looks safe after review.,0.473,False,0.44,0.576,increase,True,5,2,False
99094c12-028f-462a-8b02-4b8eac417937,C,Use After Free,hard,free(ptr); printf(ptr);,True,Potential vulnerability detected.,Looks safe after review.,0.777,False,0.277,0.416,increase,True,5,2,True
19a245bf-db23-47c5-8b8f-b5a02618df5c,C,Command Injection,hard,os.system('ls ' + userInput),False,Potential vulnerability detected.,Looks safe after review.,0.728,False,0.5,0.604,increase,True,5,2,True
79434374-a038-45ce-b6ae-0074ad7bd3e8,C,Use After Free,easy,free(ptr); printf(ptr);,False,Potential vulnerability detected.,Looks safe after review.,0.894,False,0.759,0.643,decrease,True,5,2,False
7678e68c-4104-444d-922a-4b4a6dfb8fdf,JavaScript,Use After Free,medium,free(ptr); printf(ptr);,True,Potential vulnerability detected.,Looks safe after review.,0.65,True,0.421,0.619,increase,True,5,2,False
7b2b6493-aaa8-4b20-86fb-bfd9faa20232,C,Weak Crypto,hard,hashlib.md5(password).hexdigest(),True,Potential vulnerability detected.,Looks safe after review.,0.677,False,0.633,0.516,decrease,True,2,3,True
8533db35-3713-49d8-812e-f19049eafc0a,C,SQL Injection,hard,"char query[256]; sprintf(query, ""SELECT * FROM users WHERE id = %s"", uid); execute(query);",True,Potential vulnerability detected.,Looks safe after review.,0.391,True,0.314,0.183,decrease,True,4,3,False
fd5d8a45-15a5-4e23-ba2b-953d9feb432e,C,SQL Injection,easy,"char query[256]; sprintf(query, ""SELECT * FROM users WHERE id = %s"", uid); execute(query);",True,Potential vulnerability detected.,Looks safe after review.,0.488,True,0.537,0.384,decrease,True,4,3,False
b6311aaf-15a0-4a9e-9aba-360c72dfe262,JavaScript,Buffer Overflow,hard,"char buf[10]; strcpy(buf, input);",False,Potential vulnerability detected.,Looks safe after review.,0.467,False,0.566,0.762,increase,True,2,2,False
4d56e20d-9c4b-40de-9078-810a1f9fdb0f,C,Command Injection,hard,os.system('ls ' + userInput),False,Potential vulnerability detected.,Looks safe after review.,0.861,False,0.39,0.234,decrease,True,3,1,False
61cb9ba8-37a1-4d44-86a0-9371175455cf,JavaScript,Auth Bypass,easy,"jwt.decode(token, options={'verify_signature': False})",False,Potential vulnerability detected.,Looks safe after review.,0.565,False,0.225,0.36,increase,True,4,1,True
401a86a0-2aad-4213-a3a1-d8a36a516feb,JavaScript,Buffer Overflow,hard,"char buf[10]; strcpy(buf, input);",False,Potential vulnerability detected.,Looks safe after review.,0.702,True,0.282,0.406,increase,True,2,1,True
5bf69bcf-f1cc-4827-a984-ab193ad225ad,JavaScript,Auth Bypass,hard,"jwt.decode(token, options={'verify_signature': False})",False,Potential vulnerability detected.,Looks safe after review.,0.63,True,0.26,0.361,increase,True,4,3,False
ca5e17e1-091b-48f3-83fb-ed515caee33b,C,Race Condition,easy,if balance >= amt: balance -= amt,False,Potential vulnerability detected.,Looks safe after review.,0.354,True,0.393,0.584,increase,True,5,3,True
94d5bcf0-b139-43bb-ae51-6c3e9ca602ae,JavaScript,SSRF,easy,requests.get(url),True,Potential vulnerability detected.,Looks safe after review.,0.412,False,0.798,0.619,decrease,True,1,1,False
1a70c45e-4771-4738-ae6a-44acd887bd90,C,Use After Free,easy,free(ptr); printf(ptr);,False,Potential vulnerability detected.,Looks safe after review.,0.381,False,0.371,0.182,decrease,True,3,1,True
356bbce0-73d9-4756-b059-23d968413243,Python,Insecure Deserialization,hard,pickle.loads(data),False,Potential vulnerability detected.,Looks safe after review.,0.502,False,0.589,0.69,increase,True,5,3,True
178aa6a0-b7df-469a-8e09-f6360bc821ef,C,SSRF,hard,requests.get(url),False,Potential vulnerability detected.,Looks safe after review.,0.702,True,0.696,0.587,decrease,True,2,2,False
fc9e95d2-1831-4cbb-86db-9d7230dcc0f3,Python,Command Injection,medium,os.system('ls ' + userInput),False,Potential vulnerability detected.,Looks safe after review.,0.481,True,0.341,0.146,decrease,True,3,3,False
d10a76f8-bb5d-4889-addf-d6b722cec1c8,Python,Command Injection,hard,os.system('ls ' + userInput),True,Potential vulnerability detected.,Looks safe after review.,0.602,False,0.479,0.62,increase,True,1,3,False
789b7fb4-8c89-4689-8ff7-058919785620,C,Insecure Deserialization,easy,pickle.loads(data),True,Potential vulnerability detected.,Looks safe after review.,0.749,False,0.774,0.659,decrease,True,4,3,False
bba17667-5b0a-4322-9b4a-d7d7b917da61,C,Buffer Overflow,easy,"char buf[10]; strcpy(buf, input);",True,Potential vulnerability detected.,Looks safe after review.,0.617,False,0.608,0.761,increase,True,1,3,True
4e8e7d1e-e36e-4e73-9879-848f7487447a,C,SQL Injection,hard,"char query[256]; sprintf(query, ""SELECT * FROM users WHERE id = %s"", uid); execute(query);",True,Potential vulnerability detected.,Looks safe after review.,0.813,False,0.544,0.66,increase,True,1,3,True
cfe2cf54-43c0-4ec3-964b-09e0d714b8ec,JavaScript,Use After Free,easy,free(ptr); printf(ptr);,False,Potential vulnerability detected.,Looks safe after review.,0.549,True,0.685,0.572,decrease,True,5,2,False
3013ee21-8a45-492c-9299-73db5659b3ae,JavaScript,SQL Injection,medium,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",True,Potential vulnerability detected.,Looks safe after review.,0.507,True,0.647,0.752,increase,True,5,1,True
de3e3874-10e9-451c-8451-1358c55fa9ec,Python,Race Condition,medium,if balance >= amt: balance -= amt,False,Potential vulnerability detected.,Looks safe after review.,0.887,False,0.308,0.485,increase,True,3,2,False
8740f428-2861-43a4-8522-44a6c674354d,JavaScript,Auth Bypass,easy,"jwt.decode(token, options={'verify_signature': False})",True,Potential vulnerability detected.,Looks safe after review.,0.896,False,0.592,0.48,decrease,True,5,1,True
5f4d63d2-a646-4984-a2d5-f5fd81ec5b95,Python,SQL Injection,medium,"def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)",False,Potential vulnerability detected.,Looks safe after review.,0.794,True,0.604,0.451,decrease,True,4,2,True
6cb67c63-c119-435b-90b5-734d23b8905e,Python,Path Traversal,hard,open(base + '/' + filename),True,Potential vulnerability detected.,Looks safe after review.,0.862,True,0.219,0.058,decrease,True,2,1,True
789eaa56-92f8-4266-ac40-e2faf85c8dea,C,XSS,easy,res.send('<div>' + userInput + '</div>');,False,Potential vulnerability detected.,Looks safe after review.,0.327,False,0.559,0.683,increase,True,2,3,True
4e3dbf9f-656b-4abf-a7f8-ab333ea27c27,Python,SQL Injection,hard,"def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)",False,Potential vulnerability detected.,Looks safe after review.,0.764,False,0.34,0.182,decrease,True,2,2,True
f510f77f-ada6-468e-a660-680ad4f0a22d,C,Weak Crypto,easy,hashlib.md5(password).hexdigest(),False,Potential vulnerability detected.,Looks safe after review.,0.655,True,0.38,0.536,increase,True,4,3,False
aad909ac-b218-418c-a9b3-0b950991b265,JavaScript,SQL Injection,hard,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",False,Potential vulnerability detected.,Looks safe after review.,0.545,False,0.671,0.501,decrease,True,4,1,False
7ca1d355-4f6d-4f11-85c1-8fa5d12d1257,Python,Command Injection,medium,os.system('ls ' + userInput),True,Potential vulnerability detected.,Looks safe after review.,0.881,True,0.683,0.839,increase,True,4,1,False
3c922d76-824e-436b-bcab-a2d5eff0f633,JavaScript,Command Injection,hard,os.system('ls ' + userInput),True,Potential vulnerability detected.,Looks safe after review.,0.735,True,0.753,0.644,decrease,True,1,2,False
48845d8a-f588-40c6-8962-3a152b76d9a2,C,Weak Crypto,hard,hashlib.md5(password).hexdigest(),True,Potential vulnerability detected.,Looks safe after review.,0.653,True,0.724,0.904,increase,True,4,1,False
97d48509-89c1-4c9c-8419-40164c4358a4,Python,Path Traversal,easy,open(base + '/' + filename),True,Potential vulnerability detected.,Looks safe after review.,0.753,True,0.777,0.952,increase,True,5,3,True
78c074f5-1c7a-45bc-8c8a-0c6b55063f9d,Python,Auth Bypass,hard,"jwt.decode(token, options={'verify_signature': False})",False,Potential vulnerability detected.,Looks safe after review.,0.689,False,0.665,0.518,decrease,True,3,2,False
6969f08d-e84b-49ad-822d-8dff6bc0a8f6,Python,Race Condition,hard,if balance >= amt: balance -= amt,False,Potential vulnerability detected.,Looks safe after review.,0.522,False,0.657,0.466,decrease,True,1,3,True
6e69e3d7-fd3c-4e8a-8bae-e061584f22b9,Python,SSRF,medium,requests.get(url),False,Potential vulnerability detected.,Looks safe after review.,0.528,True,0.377,0.51,increase,True,4,3,False
5990b8fa-d6d1-4da3-ae29-5f7a49b81f08,JavaScript,Path Traversal,hard,open(base + '/' + filename),False,Potential vulnerability detected.,Looks safe after review.,0.732,False,0.476,0.359,decrease,True,2,3,True
2fe71aa0-5c45-4ceb-b61b-2313dd553d81,Python,Buffer Overflow,easy,"char buf[10]; strcpy(buf, input);",True,Potential vulnerability detected.,Looks safe after review.,0.678,True,0.659,0.545,decrease,True,2,1,True
f2a420ea-75db-45af-93b9-c5b5e14155fc,JavaScript,Buffer Overflow,medium,"char buf[10]; strcpy(buf, input);",True,Potential vulnerability detected.,Looks safe after review.,0.309,False,0.571,0.405,decrease,True,1,1,False
5c8e1712-492e-4478-9606-a4929b0cfb71,JavaScript,Buffer Overflow,easy,"char buf[10]; strcpy(buf, input);",False,Potential vulnerability detected.,Looks safe after review.,0.358,True,0.684,0.795,increase,True,2,1,False
cdf170de-e341-44a5-af30-b2fcef2e913b,JavaScript,Insecure Deserialization,medium,pickle.loads(data),True,Potential vulnerability detected.,Looks safe after review.,0.446,True,0.424,0.278,decrease,True,3,3,True
01053702-4c9b-400b-b096-20819465d412,C,Weak Crypto,easy,hashlib.md5(password).hexdigest(),True,Potential vulnerability detected.,Looks safe after review.,0.334,True,0.443,0.288,decrease,True,2,1,False
955ea43b-cf0c-499c-a5bc-22f96eed016d,C,Auth Bypass,medium,"jwt.decode(token, options={'verify_signature': False})",True,Potential vulnerability detected.,Looks safe after review.,0.841,False,0.737,0.86,increase,True,3,1,True
3624905a-2f21-4875-a0f4-ad0768050426,JavaScript,Weak Crypto,hard,hashlib.md5(password).hexdigest(),True,Potential vulnerability detected.,Looks safe after review.,0.424,True,0.308,0.206,decrease,True,4,1,False
980a32f1-880b-4701-84bd-4553b222669b,C,SSRF,easy,requests.get(url),False,Potential vulnerability detected.,Looks safe after review.,0.744,True,0.606,0.468,decrease,True,5,3,False
d928cd78-2a34-4f70-ac82-f4e578d7c265,Python,SQL Injection,medium,"def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)",True,Potential vulnerability detected.,Looks safe after review.,0.668,False,0.703,0.542,decrease,True,3,1,False
e263f72c-00cb-426c-888a-525bec331c17,JavaScript,Race Condition,easy,if balance >= amt: balance -= amt,False,Potential vulnerability detected.,Looks safe after review.,0.708,False,0.532,0.389,decrease,True,1,3,False
69b03295-2c72-4bb9-9fb6-9986c4a16df9,C,Command Injection,easy,os.system('ls ' + userInput),True,Potential vulnerability detected.,Looks safe after review.,0.68,False,0.361,0.19,decrease,True,3,2,True
8f48289c-5fa1-4891-8063-52654405c945,Python,XSS,medium,res.send('<div>' + userInput + '</div>');,False,Potential vulnerability detected.,Looks safe after review.,0.352,False,0.416,0.306,decrease,True,4,3,False
d8f226c2-60c6-4e19-8cda-bfb1178e3da0,Python,XSS,easy,res.send('<div>' + userInput + '</div>');,False,Potential vulnerability detected.,Looks safe after review.,0.307,False,0.533,0.347,decrease,True,4,1,True
a4260883-f719-4c7b-a433-ce0f6a0d5b6f,C,Use After Free,easy,free(ptr); printf(ptr);,False,Potential vulnerability detected.,Looks safe after review.,0.596,True,0.302,0.172,decrease,True,2,2,False
7dc470c0-c5a1-4b61-8465-49af7963b24f,JavaScript,Auth Bypass,medium,"jwt.decode(token, options={'verify_signature': False})",True,Potential vulnerability detected.,Looks safe after review.,0.597,True,0.417,0.589,increase,True,4,1,True
a1dcc91b-5bee-4278-8149-418ae1a96eac,Python,Path Traversal,medium,open(base + '/' + filename),False,Potential vulnerability detected.,Looks safe after review.,0.498,False,0.705,0.525,decrease,True,4,3,True
e27dee37-0d18-4ada-bf6d-19d6c0483de2,JavaScript,Path Traversal,hard,open(base + '/' + filename),True,Potential vulnerability detected.,Looks safe after review.,0.881,False,0.487,0.683,increase,True,4,3,True
a21ccc98-af01-4e9e-bc95-54e124f4719e,JavaScript,Insecure Deserialization,medium,pickle.loads(data),False,Potential vulnerability detected.,Looks safe after review.,0.627,True,0.419,0.578,increase,True,4,3,True
a676515a-a671-4e8d-adbe-703bf2dde0df,JavaScript,Race Condition,hard,if balance >= amt: balance -= amt,True,Potential vulnerability detected.,Looks safe after review.,0.384,False,0.691,0.524,decrease,True,2,2,True
dac9c251-ec0b-4f91-8a18-030a316961a2,JavaScript,Auth Bypass,easy,"jwt.decode(token, options={'verify_signature': False})",False,Potential vulnerability detected.,Looks safe after review.,0.621,False,0.794,0.636,decrease,True,5,1,False
923633d9-d852-43a5-a1dd-58124a1ab03a,C,Buffer Overflow,hard,"char buf[10]; strcpy(buf, input);",True,Potential vulnerability detected.,Looks safe after review.,0.513,True,0.266,0.432,increase,True,5,3,False
70f31a88-bbb7-42d3-8ab6-402b74ed7d7f,JavaScript,Insecure Deserialization,easy,pickle.loads(data),True,Potential vulnerability detected.,Looks safe after review.,0.611,True,0.259,0.41,increase,True,4,2,False
d3f6cd5e-a8d2-4129-90d7-9fbbce7d6d77,C,Race Condition,hard,if balance >= amt: balance -= amt,True,Potential vulnerability detected.,Looks safe after review.,0.477,True,0.407,0.555,increase,True,1,3,True
a6367483-5a3f-452a-9806-faddd463539d,JavaScript,Insecure Deserialization,medium,pickle.loads(data),False,Potential vulnerability detected.,Looks safe after review.,0.359,False,0.671,0.536,decrease,True,3,1,False
1cb1e055-5186-448f-9af9-1b251857cc9e,C,SQL Injection,easy,"char query[256]; sprintf(query, ""SELECT * FROM users WHERE id = %s"", uid); execute(query);",True,Potential vulnerability detected.,Looks safe after review.,0.399,True,0.71,0.878,increase,True,5,1,True
2a6c5493-0ee3-444b-b9ef-5f83ed783dcf,C,Insecure Deserialization,medium,pickle.loads(data),False,Potential vulnerability detected.,Looks safe after review.,0.412,False,0.339,0.176,decrease,True,4,1,True
f1d8031b-a3c3-4a59-bd2c-739debdd0137,C,Race Condition,medium,if balance >= amt: balance -= amt,False,Potential vulnerability detected.,Looks safe after review.,0.751,True,0.203,0.324,increase,True,5,1,True
0842251e-b8c4-4509-bc5b-eff2fe7c71aa,JavaScript,Insecure Deserialization,easy,pickle.loads(data),False,Potential vulnerability detected.,Looks safe after review.,0.683,False,0.268,0.115,decrease,True,5,2,True
ca213119-6faa-4ded-a3b5-17437677db95,JavaScript,Insecure Deserialization,medium,pickle.loads(data),True,Potential vulnerability detected.,Looks safe after review.,0.654,True,0.688,0.496,decrease,True,3,1,True
226f5e6b-50ad-43d7-ae47-f7e239932ff2,Python,Path Traversal,easy,open(base + '/' + filename),False,Potential vulnerability detected.,Looks safe after review.,0.383,False,0.616,0.474,decrease,True,4,1,False
d1cbe096-4fd5-48fb-997c-50e6a359b615,C,Weak Crypto,hard,hashlib.md5(password).hexdigest(),True,Potential vulnerability detected.,Looks safe after review.,0.412,False,0.533,0.404,decrease,True,5,1,False
2c7de994-acca-46d6-8730-aead7389cd63,JavaScript,SQL Injection,easy,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",True,Potential vulnerability detected.,Looks safe after review.,0.595,False,0.689,0.548,decrease,True,4,1,True
254e1127-c59e-49da-9656-f9f6aac2c1fd,Python,Use After Free,easy,free(ptr); printf(ptr);,False,Potential vulnerability detected.,Looks safe after review.,0.401,False,0.22,0.374,increase,True,5,3,False
694ed030-a6e8-4325-8190-b41b1d6322e6,C,Buffer Overflow,easy,"char buf[10]; strcpy(buf, input);",True,Potential vulnerability detected.,Looks safe after review.,0.754,False,0.361,0.207,decrease,True,5,1,False
2ce910e4-bd20-4bf6-8264-deecff334a00,C,XSS,hard,res.send('<div>' + userInput + '</div>');,True,Potential vulnerability detected.,Looks safe after review.,0.509,True,0.379,0.524,increase,True,4,1,True
d3f2c862-13b9-410d-9818-667ccc81f31d,C,Command Injection,hard,os.system('ls ' + userInput),False,Potential vulnerability detected.,Looks safe after review.,0.384,True,0.717,0.6,decrease,True,2,1,False
556cee95-da52-44ae-9be2-3e07fd68b278,JavaScript,Buffer Overflow,hard,"char buf[10]; strcpy(buf, input);",True,Potential vulnerability detected.,Looks safe after review.,0.46,True,0.394,0.265,decrease,True,2,2,True
11a01f68-4626-4d3e-bad0-639aca044db4,C,Path Traversal,easy,open(base + '/' + filename),True,Potential vulnerability detected.,Looks safe after review.,0.757,False,0.35,0.167,decrease,True,4,1,False
bd4aa6cf-4291-46ba-9fb5-629d4ebc8ebb,JavaScript,Weak Crypto,medium,hashlib.md5(password).hexdigest(),False,Potential vulnerability detected.,Looks safe after review.,0.75,False,0.245,0.385,increase,True,4,2,False
7850414b-a7cc-43f5-9f65-ab87f1b41520,Python,Use After Free,hard,free(ptr); printf(ptr);,True,Potential vulnerability detected.,Looks safe after review.,0.718,True,0.639,0.476,decrease,True,5,2,True
1bcf7941-fcf7-4512-8ee1-549dfdcb5ff3,Python,Auth Bypass,medium,"jwt.decode(token, options={'verify_signature': False})",False,Potential vulnerability detected.,Looks safe after review.,0.647,False,0.394,0.26,decrease,True,3,3,True
0ab58d51-7a44-4be2-936f-4cecddbbcf30,Python,SQL Injection,hard,"def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)",False,Potential vulnerability detected.,Looks safe after review.,0.3,False,0.21,0.354,increase,True,2,3,True
d03cf70f-bbd8-4443-a474-92cb1577674e,JavaScript,Weak Crypto,easy,hashlib.md5(password).hexdigest(),False,Potential vulnerability detected.,Looks safe after review.,0.523,True,0.256,0.131,decrease,True,1,2,False
2681568d-e101-4520-8449-3fdeb212a50e,JavaScript,Command Injection,hard,os.system('ls ' + userInput),True,Potential vulnerability detected.,Looks safe after review.,0.347,True,0.622,0.743,increase,True,5,3,False
a9bd4f09-3ffb-420b-bb5f-7f3b03f64404,Python,SQL Injection,hard,"def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)",False,Potential vulnerability detected.,Looks safe after review.,0.587,True,0.69,0.521,decrease,True,4,1,True
04ac17a7-299e-47b4-8000-74de90533a18,JavaScript,XSS,medium,res.send('<div>' + userInput + '</div>');,False,Potential vulnerability detected.,Looks safe after review.,0.706,True,0.282,0.446,increase,True,5,3,True
60789874-425e-4d58-91a6-b1d789d65191,C,Use After Free,easy,free(ptr); printf(ptr);,False,Potential vulnerability detected.,Looks safe after review.,0.391,False,0.411,0.574,increase,True,5,3,False
e371250e-ef81-4536-9c34-dc2ca88a70d6,Python,Command Injection,easy,os.system('ls ' + userInput),True,Potential vulnerability detected.,Looks safe after review.,0.558,True,0.651,0.516,decrease,True,2,2,True
07b2db42-62c8-4994-b6bc-97900a54de36,C,Command Injection,hard,os.system('ls ' + userInput),False,Potential vulnerability detected.,Looks safe after review.,0.695,False,0.667,0.852,increase,True,2,3,True
d056c5f9-bd83-4cc2-8f49-79dea919d1a7,JavaScript,Auth Bypass,hard,"jwt.decode(token, options={'verify_signature': False})",True,Potential vulnerability detected.,Looks safe after review.,0.368,False,0.67,0.819,increase,True,5,1,True
0fedb1e2-175c-442f-a85a-b763befc3e22,JavaScript,Insecure Deserialization,easy,pickle.loads(data),False,Potential vulnerability detected.,Looks safe after review.,0.71,False,0.716,0.579,decrease,True,1,1,True
accfc3c0-f442-474b-87bf-2eaa654f4cdf,JavaScript,SQL Injection,easy,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",True,Potential vulnerability detected.,Looks safe after review.,0.677,False,0.754,0.603,decrease,True,4,3,False
a31f7770-9421-40d7-8ca6-e8a476ad973f,C,XSS,hard,res.send('<div>' + userInput + '</div>');,True,Potential vulnerability detected.,Looks safe after review.,0.853,True,0.366,0.258,decrease,True,5,2,False
e46acaa6-2c58-4935-92c2-06d090a206e0,C,Use After Free,hard,free(ptr); printf(ptr);,True,Potential vulnerability detected.,Looks safe after review.,0.808,True,0.386,0.213,decrease,True,2,1,False
b689b88a-cac2-4e01-ab5c-e640ec61a443,JavaScript,XSS,hard,res.send('<div>' + userInput + '</div>');,True,Potential vulnerability detected.,Looks safe after review.,0.725,True,0.386,0.498,increase,True,2,2,False
